Datum des Eintrags,Stockname,Standortname,Brutraumzargenformat,Honigraumzargenformat,Beutentyp,Stocktyp,Position am Stand,Notizen Stock,Notizen Eintrag,Sichtungen,Weiselzellen,Bebrütete Waben,Besetzte Waben,Leerwaben (gegeben/genommen),Mittelwände (gegeben/genommen),Brutwaben (gegeben/genommen),Futterwaben (gegeben/genommen),Baurahmen (gegeben/genommen),Zählmethode,Gezählte Milben,Zählzeitraum (Tage),Medikament,Anwendungsmethode,Biotechnische Maßnahme,Medikamentenmenge,Behandlungsdauer,Behandelnde Person,Bewertung Volksstärke,Bewertung Sanftmut,Bewertung Schwarmtrieb,Bewertung Wabensitz,Bewertung Futtermenge,Ernte,Ernte Rähmchenanzahl,Geerntete Menge (kg),Honigtyp,Futtertyp,Futtermenge,Gewicht,Wiegemethode
19.10.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,,,20.7,einseitig
19.10.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Zarge für Ameisensäure aufgesetzt.
2 Streifen Formicpro - 17.10.",,,,,,,,,,Gemülldiagnose,11,1,,,,,,,,,,,,Nein,,,,,,,
19.10.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,11.1,einseitig
19.10.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.","Zarge für Ameisensäure aufgesetzt.
2 Streifen Formicpro - 17.10.",,,,,,,,,,Gemülldiagnose,32,1,,,,,,,,,,,,Nein,,,,,,,einseitig
19.10.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,11,1,,,,,,,,,,,,Nein,,,,,,20.2,einseitig
19.10.25 13:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,7,1,,,,,,,,,,,,Nein,,,,,,20.9,einseitig
19.10.25 22:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,,,19.0,einseitig
19.10.25 23:50,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,13.3,einseitig
21.10.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,46,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,2,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,9,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,3,2,,,,,,,,,,,,Nein,,,,,,,einseitig
21.10.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,18,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,2,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,13,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 22:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,21,2,,,,,,,,,,,,Nein,,,,,,,
21.10.25 23:50,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,3,2,,,,,,,,,,,,Nein,,,,,,,
22.10.25 21:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,3,1,,,,,,,,,,,,Nein,,,,,,,
24.10.25 07:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,"Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?","Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.","Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Windelschieber entfernt
Mäusegitter angebracht
Formicpro-Streifen entfernt",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.","Windelschieber entfernt
Mäusegitter angebracht
Formicpro-Streifen entfernt",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,"Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,"Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
24.10.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,"Windelschieber entfernt
Mäusegitter angebracht",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
08.11.25 07:30,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.","Gesamtfuttermenge 9,8kg",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,11.0,einseitig
08.11.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.6,einseitig
08.11.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,22.7,einseitig
08.11.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.2,einseitig
08.11.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.4,einseitig
08.11.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.6,einseitig
08.11.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,12.7,einseitig
08.11.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.3,einseitig
08.11.25 12:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.9,einseitig
08.11.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,"Gesamtfuttermenge 10,5kg",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
12.11.25 12:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",2 Futterwaben für Futtertasche entnommen,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,1.05,,
13.11.25 07:30,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
23.11.25 07:30,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.0,einseitig
23.11.25 07:30,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.7,einseitig
23.11.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,12.0,einseitig
23.11.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.8,einseitig
23.11.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.0,einseitig
23.11.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.7,einseitig
23.11.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
23.11.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.","2 Waben für Futterbehälter entnommen
Gesamtfuttermenge 12,95kg",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,1.75,15.8,einseitig
23.11.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.0,einseitig
23.11.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
07.12.25 08:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,3,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 08:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,13,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,12,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,50,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,12,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,16,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,8,10,,,,,,,,,,,,Nein,,,,,,,
07.12.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,9,10,,,,,,,,,,,,Nein,,,,,,,
15.12.25 07:40,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",Futtertasche raus und 2 Futterwaben wieder rein,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,50.0,,,,,,,,Nein,,,,,,,
15.12.25 07:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,50.0,,,,,,,,Nein,,,,,,,
15.12.25 08:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",Futtertasche raus und 2 Futterwaben von Volk 10 eingehängt,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,25.0,,,,,,,,Nein,,,,,,,
15.12.25 08:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Futtertasche raus und 2 Futterwaben von Volk 10 eingehängt,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,25.0,,,,,,,,Nein,,,,,,,
15.12.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,30.0,,,,,,,,Nein,,,,,,,
15.12.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,40.0,,,,,,,,Nein,,,,,,,
15.12.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,50.0,,,,,,,,Nein,,,,,,,
15.12.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,35.0,,,,,,,,Nein,,,,,,,
15.12.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,Oxalsäure Bernburg 40 mg/ml Konzentrat,Träufeln,,50.0,,,,,,,,Nein,,,,,,,
21.12.25 07:40,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.4,einseitig
21.12.25 07:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.8,einseitig
21.12.25 08:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,12.8,einseitig
21.12.25 08:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
21.12.25 08:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,12.4,einseitig
21.12.25 08:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,12.5,einseitig
21.12.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.1,einseitig
21.12.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.5,einseitig
21.12.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.9,einseitig
27.12.25 07:40,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,15,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 08:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,8,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,5,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,12,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,6,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,9,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,10,3,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.","Volk leider tot
ca 50-100 tote Bienen auf Gitterboden - REST leer",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
27.12.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,2,3,,,,,,,,,,,,Nein,,,,,,,
09.01.26 14:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,5,5,,,,,,,,,,,,Nein,,,,,,17.6,einseitig
