Datum des Eintrags,Stockname,Standortname,Brutraumzargenformat,Honigraumzargenformat,Beutentyp,Stocktyp,Position am Stand,Notizen Stock,Notizen Eintrag,Sichtungen,Weiselzellen,Bebrütete Waben,Besetzte Waben,Leerwaben (gegeben/genommen),Mittelwände (gegeben/genommen),Brutwaben (gegeben/genommen),Futterwaben (gegeben/genommen),Baurahmen (gegeben/genommen),Zählmethode,Gezählte Milben,Zählzeitraum (Tage),Medikament,Anwendungsmethode,Biotechnische Maßnahme,Medikamentenmenge,Behandlungsdauer,Behandelnde Person,Bewertung Volksstärke,Bewertung Sanftmut,Bewertung Schwarmtrieb,Bewertung Wabensitz,Bewertung Futtermenge,Ernte,Ernte Rähmchenanzahl,Geerntete Menge (kg),Honigtyp,Futtertyp,Futtermenge,Gewicht,Wiegemethode
26.07.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Königin gezeichnet,Königin,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
26.07.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,1.4,,
26.07.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Leerzarge für Fütterung aufgesetzt,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,1.4,,
26.07.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Leerzarge für Fütterung aufgesetzt,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,1.4,,
26.07.25 22:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",1Liter 26.07. - 3Liter 29.07.,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.0,,
29.07.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
29.07.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
29.07.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.","Volk von zuhause in Wald gebracht.
Futter in Futtertasche gegeben.",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
29.07.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
29.07.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
29.07.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Volk von zuhause zum Wald gebracht,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
29.07.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
29.07.25 13:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
29.07.25 21:20,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
01.08.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.","Königin gekennzeichnet.
Aufgesetztes Ablegervolk in unteren Brutraum gesetzt.",Königin; Stifte; Larven; Verdeckelte Brut,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",Zuckerwasser relativ viel noch im Eimer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,1.0,Nein,,,,,,,
01.08.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,225.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,225.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,,Nein,,,,,,,
01.08.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,110.0,,,,,,,,Nein,,,,,,,
01.08.25 21:50,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Zuckerwasser leer,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,225.0,,,,,,,,Nein,,,,,,,
01.08.25 22:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,,,,,,,,,Nein,,,,,,,
08.08.25 23:40,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,11,1,,,,,,,,,,,,Nein,,,,,,,
16.08.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,6.3,,
16.08.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,21,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
16.08.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
16.08.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
16.08.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,30,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
16.08.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,6.3,,
16.08.25 13:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,12,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,6.3,,
16.08.25 13:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,19,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,6.3,,
16.08.25 22:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,8,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,6.3,,
17.08.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,30,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,4,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,5,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,9,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 13:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,,
17.08.25 22:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,15,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.5,,
17.08.25 22:20,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,24,1,,,,,,,,,,,,Nein,,,,,,,
18.08.25 22:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,6,1,,,,,,,,,,,,Nein,,,,,,,
19.08.25 22:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","gesammt Menge 11,5 Liter",,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,Invertzuckersirup,3.0,,
21.08.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,3.5,,
21.08.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,10,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,30,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,23,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,10,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,4,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,4.2,,
21.08.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,4,4,,,,,,,,,,,,Nein,,,,Invertzuckersirup,2.1,,
21.08.25 22:30,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,8,4,,,,,,,,,,,,Nein,,,,,,,
01.09.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,5,2,,,,,,,2.0,,,,2.0,Nein,,,,,,,
01.09.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,6,2,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,175.0,,,2.0,,,,2.0,Nein,,,,,,,
01.09.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,34,2,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,175.0,,,0.0,,,,1.0,Nein,,,,,,,
01.09.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut; Königin,,,,,,,,,Gemülldiagnose,0,2,,,,,,,0.0,,,,1.0,Nein,,,,,,,
01.09.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,37,2,Ameisensäure 60 Bernburg 684 mg/ml Lösung,Nassenheider Verdunster,,140.0,,,2.0,,,,2.0,Nein,,,,,,,
01.09.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,0,2,,,,,,,1.0,,,,1.0,Nein,,,,,,,
01.09.25 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,5,2,,,,,,,2.0,,,,2.0,Nein,,,,,,,
01.09.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,0,2,,,,,,,1.0,,,,1.0,Nein,,,,,,,
01.09.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",Varoamittel entfernt,Stifte; Larven; Verdeckelte Brut,,,,,,,,,Gemülldiagnose,1,2,,,,,,,1.0,,,,1.0,Nein,,,,,,,
01.09.25 22:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","Ameisensäure entfernt
Drohnenrahmen raus 
eher wenig Futter",Stifte; Larven; Verdeckelte Brut,,3,7,,,,,,Gemülldiagnose,6,2,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,7,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,26,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,37,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,73,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 22:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,7,1,,,,,,,,,,,,Nein,,,,,,,
05.09.25 23:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,6,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 10,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"Volk mit Zuchtstoff von Belegstelle gestartet
Später mit Schwarm vom Legoland vereinigt.
im Winter kaputt gegangen.",,,,,,,,,,,Gemülldiagnose,28,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,10,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,8,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,2,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 22:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,9,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 23:10,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,54,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 23:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,1,,,,,,,,,,,,Nein,,,,,,,
06.09.25 23:10,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,1,,,,,,,,,,,,Nein,,,,,,,
